tipo_crime,bairro,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,idade_suspeito,cluster,status_binario,status_investigacao
Estelionato,Espinheiro,Assalto a Mão Armada,Arma de Fogo,2,1,15,3,0,Arquivado
Roubo,Tamarineira,Estelionato Bancário,Objeto Contundente,2,0,57,7,1,Concluído
Sequestro,Torre,Estelionato Bancário,Nenhum,0,2,65,4,0,Arquivado
Ameaça,Santo Amaro,Emboscada,Explosivos,4,1,69,2,0,Arquivado
Ameaça,Espinheiro,Golpe Telefônico,Objeto Contundente,1,1,24,3,0,Arquivado
Violência Doméstica,Tamarineira,Golpe Telefônico,Nenhum,3,2,38,7,1,Concluído
Violência Doméstica,Boa Viagem,Invasão Residencial,Faca,3,3,21,8,1,Concluído
Furto,Boa Viagem,Assalto a Mão Armada,Nenhum,3,0,54,8,1,Concluído
Tráfico de Drogas,Pina,Emboscada,Nenhum,3,4,64,0,1,Concluído
Roubo,Pina,Fraude Online,Arma de Fogo,2,2,43,0,0,Arquivado
Tráfico de Drogas,Pina,Crime Cibernético,Objeto Contundente,4,2,60,0,0,Arquivado
Furto,Graças,Fraude Online,Nenhum,2,1,55,1,1,Concluído
Roubo,Torre,Assalto a Mão Armada,Arma de Fogo,0,3,22,4,1,Concluído
Violência Doméstica,Tamarineira,Invasão Residencial,Objeto Contundente,0,0,19,7,0,Arquivado
Estelionato,Santo Amaro,Uso de Arma de Fogo,Faca,1,1,66,2,1,Concluído
Latrocínio,Espinheiro,Emboscada,Objeto Contundente,4,1,41,3,1,Concluído
Estelionato,Santo Amaro,Fraude Online,Nenhum,4,4,14,2,0,Arquivado
Homicídio,Santo Amaro,Fraude Online,Faca,2,2,69,2,0,Arquivado
Estupro,Casa Forte,Uso de Arma de Fogo,Explosivos,4,0,60,2,0,Arquivado
Tráfico de Drogas,Torre,Crime Cibernético,Faca,1,4,26,4,1,Concluído
Violência Doméstica,Tamarineira,Golpe Telefônico,Objeto Contundente,4,4,27,7,1,Concluído
Tráfico de Drogas,Imbiribeira,Arrombamento,Nenhum,4,3,42,6,1,Concluído
Furto,Pina,Invasão Residencial,Faca,2,3,42,0,1,Concluído
Estelionato,Imbiribeira,Assalto a Mão Armada,Faca,0,0,53,6,1,Concluído
Tráfico de Drogas,Tamarineira,Invasão Residencial,Explosivos,3,3,20,7,0,Arquivado
Violência Doméstica,Torre,Fraude Online,Arma de Fogo,1,4,27,4,1,Concluído
Estelionato,Pina,Emboscada,Nenhum,4,3,27,0,1,Concluído
Tráfico de Drogas,Graças,Estelionato Bancário,Nenhum,2,1,62,1,1,Concluído
Estupro,Espinheiro,Estelionato Bancário,Explosivos,3,3,56,3,0,Arquivado
Roubo,Santo Amaro,Estupro Coletivo,Arma de Fogo,2,4,52,2,0,Arquivado
Furto,Afogados,Invasão Residencial,Nenhum,3,0,53,5,0,Arquivado
Tráfico de Drogas,Espinheiro,Emboscada,Faca,0,4,21,3,1,Concluído
Estelionato,Boa Viagem,Assalto a Mão Armada,Objeto Contundente,1,0,36,8,1,Concluído
Ameaça,Tamarineira,Estupro Coletivo,Explosivos,3,4,57,7,1,Concluído
Sequestro,Afogados,Fraude Online,Faca,0,3,50,5,0,Arquivado
Tráfico de Drogas,Tamarineira,Uso de Arma de Fogo,Objeto Contundente,0,2,21,7,1,Concluído
Violência Doméstica,Espinheiro,Fraude Online,Arma de Fogo,0,1,67,3,1,Concluído
Violência Doméstica,Santo Amaro,Fraude Online,Explosivos,3,2,47,2,0,Arquivado
Violência Doméstica,Santo Amaro,Arrombamento,Arma de Fogo,0,1,22,2,1,Concluído
Estelionato,Boa Viagem,Fraude Online,Explosivos,2,3,15,8,0,Arquivado
Estupro,Graças,Estelionato Bancário,Explosivos,4,1,49,1,0,Arquivado
Estelionato,Tamarineira,Crime Cibernético,Explosivos,3,0,27,7,0,Arquivado
Estelionato,Espinheiro,Golpe Telefônico,Nenhum,2,3,69,3,1,Concluído
Furto,Graças,Golpe Telefônico,Arma de Fogo,2,4,21,1,0,Arquivado
Roubo,Casa Forte,Estupro Coletivo,Nenhum,2,3,64,2,1,Concluído
Roubo,Afogados,Fraude Online,Faca,3,3,26,5,1,Concluído
Latrocínio,Afogados,Fraude Online,Faca,4,3,36,5,1,Concluído
Homicídio,Pina,Golpe Telefônico,Nenhum,4,0,36,0,1,Concluído
Homicídio,Pina,Estupro Coletivo,Arma de Fogo,2,1,62,0,1,Concluído
Ameaça,Casa Forte,Fraude Online,Objeto Contundente,3,2,47,2,0,Arquivado
Homicídio,Torre,Emboscada,Faca,1,4,39,4,0,Arquivado
Roubo,Boa Viagem,Crime Cibernético,Objeto Contundente,0,0,52,8,1,Concluído
Tráfico de Drogas,Imbiribeira,Emboscada,Objeto Contundente,2,1,26,6,0,Arquivado
Sequestro,Boa Viagem,Assalto a Mão Armada,Nenhum,0,4,43,8,0,Arquivado
Ameaça,Pina,Invasão Residencial,Arma de Fogo,0,1,54,0,0,Arquivado
Homicídio,Imbiribeira,Estelionato Bancário,Arma de Fogo,1,0,17,6,1,Concluído
Tráfico de Drogas,Santo Amaro,Estupro Coletivo,Objeto Contundente,3,3,36,2,0,Arquivado
Homicídio,Afogados,Fraude Online,Nenhum,2,4,48,5,0,Arquivado
Ameaça,Casa Forte,Invasão Residencial,Arma de Fogo,2,2,52,2,1,Concluído
Latrocínio,Torre,Estupro Coletivo,Arma de Fogo,3,1,68,4,0,Arquivado
Homicídio,Tamarineira,Estupro Coletivo,Objeto Contundente,1,1,22,7,0,Arquivado
Furto,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,3,2,47,3,0,Arquivado
Estupro,Imbiribeira,Invasão Residencial,Explosivos,3,2,56,6,0,Arquivado
Homicídio,Boa Viagem,Crime Cibernético,Arma de Fogo,2,1,36,8,0,Arquivado
Roubo,Graças,Fraude Online,Objeto Contundente,1,2,17,1,1,Concluído
Latrocínio,Torre,Assalto a Mão Armada,Faca,0,3,24,4,0,Arquivado
Tráfico de Drogas,Boa Viagem,Estelionato Bancário,Explosivos,3,0,16,8,0,Arquivado
Sequestro,Boa Viagem,Estelionato Bancário,Arma de Fogo,2,3,25,8,0,Arquivado
Estupro,Torre,Golpe Telefônico,Arma de Fogo,3,0,23,4,1,Concluído
Latrocínio,Santo Amaro,Crime Cibernético,Explosivos,0,0,19,2,0,Arquivado
Latrocínio,Tamarineira,Estupro Coletivo,Nenhum,0,2,57,7,0,Arquivado
Ameaça,Santo Amaro,Crime Cibernético,Explosivos,4,2,42,2,1,Concluído
Tráfico de Drogas,Afogados,Estupro Coletivo,Nenhum,3,0,16,5,0,Arquivado
Violência Doméstica,Santo Amaro,Uso de Arma de Fogo,Nenhum,1,2,43,2,1,Concluído
Sequestro,Graças,Estupro Coletivo,Faca,3,1,29,1,0,Arquivado
Furto,Santo Amaro,Uso de Arma de Fogo,Nenhum,2,4,63,2,1,Concluído
Homicídio,Torre,Invasão Residencial,Nenhum,0,1,64,4,1,Concluído
Estupro,Graças,Invasão Residencial,Faca,1,1,15,1,1,Concluído
Roubo,Imbiribeira,Estelionato Bancário,Arma de Fogo,2,4,31,6,0,Arquivado
Ameaça,Imbiribeira,Golpe Telefônico,Arma de Fogo,3,1,43,6,1,Concluído
Tráfico de Drogas,Pina,Arrombamento,Explosivos,1,1,53,0,0,Arquivado
Furto,Imbiribeira,Fraude Online,Explosivos,0,2,43,6,1,Concluído
Estelionato,Imbiribeira,Emboscada,Explosivos,1,3,58,6,1,Concluído
Estupro,Boa Viagem,Assalto a Mão Armada,Faca,4,2,66,8,0,Arquivado
Estupro,Torre,Invasão Residencial,Objeto Contundente,4,2,57,4,1,Concluído
Homicídio,Santo Amaro,Uso de Arma de Fogo,Explosivos,2,4,54,2,1,Concluído
Tráfico de Drogas,Graças,Emboscada,Faca,3,3,63,1,0,Arquivado
Ameaça,Graças,Assalto a Mão Armada,Explosivos,1,1,68,1,1,Concluído
Ameaça,Boa Viagem,Invasão Residencial,Objeto Contundente,1,2,69,8,1,Concluído
Furto,Boa Viagem,Estelionato Bancário,Objeto Contundente,4,0,65,8,0,Arquivado
Latrocínio,Pina,Fraude Online,Arma de Fogo,3,3,63,0,1,Concluído
Ameaça,Tamarineira,Fraude Online,Arma de Fogo,4,0,63,7,1,Concluído
Furto,Afogados,Uso de Arma de Fogo,Explosivos,0,4,47,5,1,Concluído
Ameaça,Espinheiro,Emboscada,Explosivos,1,0,53,3,0,Arquivado
Estupro,Graças,Crime Cibernético,Explosivos,2,2,33,1,1,Concluído
Homicídio,Tamarineira,Uso de Arma de Fogo,Faca,2,3,64,7,1,Concluído
Homicídio,Tamarineira,Invasão Residencial,Explosivos,4,1,60,7,0,Arquivado
Violência Doméstica,Imbiribeira,Fraude Online,Faca,3,3,41,6,1,Concluído
Latrocínio,Boa Viagem,Invasão Residencial,Nenhum,3,0,26,8,0,Arquivado
Estelionato,Boa Viagem,Estelionato Bancário,Objeto Contundente,3,0,32,8,1,Concluído
Latrocínio,Imbiribeira,Golpe Telefônico,Arma de Fogo,0,4,30,6,1,Concluído
Estupro,Espinheiro,Emboscada,Objeto Contundente,4,4,63,3,1,Concluído
Roubo,Afogados,Assalto a Mão Armada,Objeto Contundente,2,1,16,5,0,Arquivado
Violência Doméstica,Torre,Crime Cibernético,Explosivos,3,3,36,4,0,Arquivado
Tráfico de Drogas,Afogados,Arrombamento,Arma de Fogo,1,2,34,5,0,Arquivado
Violência Doméstica,Pina,Emboscada,Faca,0,3,15,0,0,Arquivado
Homicídio,Santo Amaro,Estelionato Bancário,Arma de Fogo,2,4,64,2,0,Arquivado
Estelionato,Afogados,Invasão Residencial,Faca,3,4,59,5,0,Arquivado
Tráfico de Drogas,Santo Amaro,Golpe Telefônico,Objeto Contundente,1,4,68,2,0,Arquivado
Homicídio,Graças,Uso de Arma de Fogo,Explosivos,0,2,56,1,1,Concluído
Homicídio,Torre,Crime Cibernético,Faca,0,4,16,4,1,Concluído
Tráfico de Drogas,Torre,Golpe Telefônico,Nenhum,3,1,69,4,1,Concluído
Estupro,Torre,Uso de Arma de Fogo,Objeto Contundente,1,2,61,4,1,Concluído
Latrocínio,Espinheiro,Estelionato Bancário,Faca,0,1,57,3,0,Arquivado
Tráfico de Drogas,Boa Viagem,Estupro Coletivo,Objeto Contundente,3,3,50,8,0,Arquivado
Furto,Casa Forte,Invasão Residencial,Arma de Fogo,1,3,34,2,0,Arquivado
Roubo,Afogados,Uso de Arma de Fogo,Nenhum,2,3,22,5,0,Arquivado
Latrocínio,Imbiribeira,Estupro Coletivo,Explosivos,2,4,51,6,0,Arquivado
Violência Doméstica,Boa Viagem,Arrombamento,Arma de Fogo,3,3,59,8,1,Concluído
Tráfico de Drogas,Torre,Uso de Arma de Fogo,Nenhum,2,0,48,4,0,Arquivado
Latrocínio,Imbiribeira,Emboscada,Arma de Fogo,0,3,16,6,1,Concluído
Ameaça,Imbiribeira,Invasão Residencial,Faca,1,2,38,6,0,Arquivado
Violência Doméstica,Graças,Crime Cibernético,Arma de Fogo,2,2,59,1,0,Arquivado
Estelionato,Tamarineira,Estelionato Bancário,Nenhum,0,4,27,7,1,Concluído
Furto,Graças,Assalto a Mão Armada,Arma de Fogo,3,2,69,1,1,Concluído
Furto,Casa Forte,Emboscada,Objeto Contundente,1,3,33,2,1,Concluído
Violência Doméstica,Santo Amaro,Emboscada,Explosivos,4,0,68,2,0,Arquivado
Estupro,Tamarineira,Fraude Online,Arma de Fogo,1,2,61,7,1,Concluído
Ameaça,Pina,Assalto a Mão Armada,Objeto Contundente,3,4,59,0,0,Arquivado
Tráfico de Drogas,Casa Forte,Emboscada,Objeto Contundente,2,4,55,2,1,Concluído
Roubo,Torre,Estupro Coletivo,Faca,2,3,52,4,1,Concluído
Furto,Afogados,Estelionato Bancário,Nenhum,3,0,30,5,0,Arquivado
Homicídio,Torre,Estelionato Bancário,Explosivos,0,4,51,4,0,Arquivado
Latrocínio,Afogados,Estupro Coletivo,Arma de Fogo,4,0,45,5,0,Arquivado
Roubo,Casa Forte,Arrombamento,Arma de Fogo,2,4,14,2,0,Arquivado
Roubo,Pina,Invasão Residencial,Faca,3,3,37,0,0,Arquivado
Furto,Graças,Crime Cibernético,Objeto Contundente,0,2,52,1,0,Arquivado
Roubo,Casa Forte,Crime Cibernético,Faca,1,2,23,2,1,Concluído
Homicídio,Torre,Crime Cibernético,Explosivos,0,2,46,4,0,Arquivado
Furto,Tamarineira,Crime Cibernético,Nenhum,0,2,58,7,0,Arquivado
Estupro,Imbiribeira,Estelionato Bancário,Nenhum,3,1,49,6,1,Concluído
Furto,Tamarineira,Fraude Online,Explosivos,4,4,64,7,0,Arquivado
Sequestro,Imbiribeira,Estelionato Bancário,Objeto Contundente,2,0,63,6,0,Arquivado
Sequestro,Imbiribeira,Golpe Telefônico,Faca,0,3,27,6,0,Arquivado
Estupro,Afogados,Arrombamento,Explosivos,1,0,36,5,1,Concluído
Estelionato,Tamarineira,Golpe Telefônico,Nenhum,1,0,19,7,1,Concluído
Furto,Torre,Estupro Coletivo,Explosivos,0,4,65,4,0,Arquivado
Ameaça,Imbiribeira,Fraude Online,Faca,1,4,31,6,0,Arquivado
Homicídio,Espinheiro,Emboscada,Objeto Contundente,1,2,44,3,1,Concluído
Estupro,Graças,Estupro Coletivo,Nenhum,2,1,21,1,1,Concluído
Estelionato,Imbiribeira,Assalto a Mão Armada,Explosivos,4,0,58,6,0,Arquivado
Latrocínio,Torre,Emboscada,Arma de Fogo,2,3,23,4,1,Concluído
Roubo,Pina,Invasão Residencial,Nenhum,4,0,19,0,1,Concluído
Violência Doméstica,Casa Forte,Assalto a Mão Armada,Faca,1,2,46,2,1,Concluído
Ameaça,Espinheiro,Estelionato Bancário,Explosivos,3,2,61,3,0,Arquivado
Latrocínio,Espinheiro,Estelionato Bancário,Faca,0,1,66,3,0,Arquivado
Estupro,Graças,Fraude Online,Arma de Fogo,2,1,27,1,1,Concluído
Sequestro,Boa Viagem,Assalto a Mão Armada,Explosivos,0,3,33,8,0,Arquivado
Furto,Santo Amaro,Fraude Online,Arma de Fogo,4,3,69,2,1,Concluído
Latrocínio,Graças,Arrombamento,Nenhum,0,4,27,1,0,Arquivado
Estupro,Casa Forte,Fraude Online,Nenhum,4,4,58,2,1,Concluído
Latrocínio,Imbiribeira,Emboscada,Objeto Contundente,1,3,51,6,0,Arquivado
Homicídio,Tamarineira,Invasão Residencial,Arma de Fogo,1,4,56,7,1,Concluído
Ameaça,Imbiribeira,Golpe Telefônico,Faca,2,4,64,6,1,Concluído
Estupro,Boa Viagem,Crime Cibernético,Arma de Fogo,1,3,60,8,1,Concluído
Estelionato,Graças,Invasão Residencial,Faca,4,1,65,1,0,Arquivado
Estupro,Tamarineira,Estupro Coletivo,Explosivos,2,2,23,7,0,Arquivado
Furto,Pina,Arrombamento,Nenhum,3,0,39,0,1,Concluído
Homicídio,Espinheiro,Estelionato Bancário,Objeto Contundente,0,0,27,3,1,Concluído
Homicídio,Casa Forte,Estupro Coletivo,Arma de Fogo,0,3,29,2,1,Concluído
Latrocínio,Graças,Golpe Telefônico,Nenhum,1,0,50,1,1,Concluído
Violência Doméstica,Afogados,Fraude Online,Faca,4,4,65,5,1,Concluído
Latrocínio,Imbiribeira,Assalto a Mão Armada,Faca,1,3,43,6,1,Concluído
Homicídio,Afogados,Invasão Residencial,Explosivos,3,4,23,5,0,Arquivado
Estelionato,Tamarineira,Emboscada,Objeto Contundente,1,1,68,7,0,Arquivado
Tráfico de Drogas,Tamarineira,Fraude Online,Arma de Fogo,3,1,37,7,0,Arquivado
Furto,Imbiribeira,Emboscada,Explosivos,2,2,69,6,0,Arquivado
Estelionato,Casa Forte,Estelionato Bancário,Faca,0,1,32,2,0,Arquivado
Tráfico de Drogas,Afogados,Estupro Coletivo,Objeto Contundente,2,3,29,5,1,Concluído
Violência Doméstica,Casa Forte,Assalto a Mão Armada,Faca,3,1,44,2,0,Arquivado
Ameaça,Casa Forte,Uso de Arma de Fogo,Explosivos,3,1,51,2,0,Arquivado
Homicídio,Imbiribeira,Estupro Coletivo,Nenhum,1,1,20,6,1,Concluído
Violência Doméstica,Afogados,Emboscada,Explosivos,3,0,59,5,1,Concluído
Estelionato,Casa Forte,Crime Cibernético,Faca,2,4,55,2,0,Arquivado
Tráfico de Drogas,Pina,Estelionato Bancário,Objeto Contundente,3,3,41,0,1,Concluído
Ameaça,Tamarineira,Crime Cibernético,Nenhum,1,0,18,7,0,Arquivado
Furto,Imbiribeira,Estupro Coletivo,Faca,0,3,35,6,0,Arquivado
Ameaça,Santo Amaro,Estelionato Bancário,Arma de Fogo,1,3,52,2,1,Concluído
Furto,Pina,Invasão Residencial,Objeto Contundente,3,0,30,0,0,Arquivado
Furto,Tamarineira,Invasão Residencial,Explosivos,1,4,56,7,0,Arquivado
Furto,Espinheiro,Assalto a Mão Armada,Arma de Fogo,3,2,22,3,1,Concluído
Estelionato,Torre,Crime Cibernético,Explosivos,0,0,60,4,0,Arquivado
Homicídio,Imbiribeira,Crime Cibernético,Faca,1,1,45,6,1,Concluído
Violência Doméstica,Casa Forte,Crime Cibernético,Objeto Contundente,0,3,55,2,0,Arquivado
Estupro,Graças,Uso de Arma de Fogo,Explosivos,1,3,57,1,0,Arquivado
Homicídio,Imbiribeira,Assalto a Mão Armada,Nenhum,3,3,48,6,1,Concluído
Homicídio,Afogados,Fraude Online,Faca,1,3,31,5,0,Arquivado
Furto,Casa Forte,Crime Cibernético,Explosivos,4,4,32,2,1,Concluído
Homicídio,Imbiribeira,Emboscada,Objeto Contundente,4,2,45,6,0,Arquivado
Ameaça,Afogados,Estelionato Bancário,Faca,1,1,17,5,0,Arquivado
Homicídio,Afogados,Invasão Residencial,Objeto Contundente,4,2,59,5,1,Concluído
Sequestro,Santo Amaro,Fraude Online,Faca,1,2,33,2,1,Concluído
Violência Doméstica,Casa Forte,Estupro Coletivo,Faca,3,0,53,2,1,Concluído
Sequestro,Casa Forte,Uso de Arma de Fogo,Nenhum,2,1,33,2,1,Concluído
Latrocínio,Casa Forte,Fraude Online,Objeto Contundente,1,4,61,2,1,Concluído
Estelionato,Casa Forte,Assalto a Mão Armada,Faca,4,3,67,2,1,Concluído
Furto,Santo Amaro,Fraude Online,Nenhum,4,2,39,2,1,Concluído
Estupro,Graças,Emboscada,Nenhum,2,1,30,1,0,Arquivado
Homicídio,Pina,Invasão Residencial,Objeto Contundente,3,3,24,0,0,Arquivado
Furto,Torre,Crime Cibernético,Nenhum,3,2,46,4,0,Arquivado
Homicídio,Torre,Emboscada,Explosivos,0,2,15,4,1,Concluído
Estelionato,Espinheiro,Uso de Arma de Fogo,Nenhum,2,3,61,3,1,Concluído
Estupro,Casa Forte,Crime Cibernético,Arma de Fogo,0,0,38,2,0,Arquivado
Estelionato,Boa Viagem,Estupro Coletivo,Objeto Contundente,2,3,53,8,0,Arquivado
Ameaça,Imbiribeira,Invasão Residencial,Faca,2,0,26,6,1,Concluído
Roubo,Imbiribeira,Fraude Online,Arma de Fogo,3,2,59,6,0,Arquivado
Tráfico de Drogas,Afogados,Uso de Arma de Fogo,Objeto Contundente,0,1,62,5,1,Concluído
Latrocínio,Boa Viagem,Uso de Arma de Fogo,Objeto Contundente,3,1,46,8,0,Arquivado
Tráfico de Drogas,Casa Forte,Estupro Coletivo,Arma de Fogo,4,4,64,2,1,Concluído
Ameaça,Imbiribeira,Crime Cibernético,Faca,2,2,19,6,0,Arquivado
Homicídio,Casa Forte,Emboscada,Objeto Contundente,1,0,30,2,1,Concluído
Roubo,Imbiribeira,Uso de Arma de Fogo,Objeto Contundente,2,3,63,6,0,Arquivado
Roubo,Casa Forte,Arrombamento,Objeto Contundente,4,3,29,2,1,Concluído
Furto,Pina,Arrombamento,Arma de Fogo,2,1,17,0,0,Arquivado
Sequestro,Espinheiro,Crime Cibernético,Explosivos,4,2,41,3,0,Arquivado
Furto,Espinheiro,Arrombamento,Explosivos,3,4,16,3,0,Arquivado
Latrocínio,Boa Viagem,Crime Cibernético,Explosivos,4,2,25,8,0,Arquivado
Tráfico de Drogas,Tamarineira,Fraude Online,Arma de Fogo,1,1,27,7,0,Arquivado
Homicídio,Casa Forte,Estelionato Bancário,Explosivos,1,0,29,2,1,Concluído
Violência Doméstica,Pina,Arrombamento,Objeto Contundente,0,2,29,0,0,Arquivado
Estupro,Santo Amaro,Crime Cibernético,Explosivos,1,2,37,2,1,Concluído
Estupro,Imbiribeira,Assalto a Mão Armada,Arma de Fogo,4,2,67,6,1,Concluído
Violência Doméstica,Pina,Arrombamento,Explosivos,2,3,53,0,1,Concluído
Tráfico de Drogas,Imbiribeira,Golpe Telefônico,Nenhum,0,0,62,6,0,Arquivado
Furto,Casa Forte,Arrombamento,Objeto Contundente,1,2,60,2,1,Concluído
Sequestro,Boa Viagem,Estupro Coletivo,Explosivos,4,4,47,8,1,Concluído
Latrocínio,Tamarineira,Uso de Arma de Fogo,Arma de Fogo,3,3,38,7,0,Arquivado
Estupro,Imbiribeira,Estupro Coletivo,Arma de Fogo,1,1,20,6,1,Concluído
Ameaça,Boa Viagem,Fraude Online,Objeto Contundente,2,4,20,8,0,Arquivado
Homicídio,Graças,Crime Cibernético,Objeto Contundente,2,0,31,1,1,Concluído
Violência Doméstica,Torre,Golpe Telefônico,Faca,0,3,56,4,0,Arquivado
Sequestro,Imbiribeira,Uso de Arma de Fogo,Explosivos,3,1,27,6,1,Concluído
Furto,Casa Forte,Invasão Residencial,Arma de Fogo,1,4,42,2,1,Concluído
Estupro,Imbiribeira,Assalto a Mão Armada,Faca,1,2,21,6,1,Concluído
Ameaça,Santo Amaro,Arrombamento,Arma de Fogo,4,0,27,2,0,Arquivado
Roubo,Pina,Fraude Online,Objeto Contundente,1,0,16,0,1,Concluído
Violência Doméstica,Tamarineira,Emboscada,Faca,1,0,38,7,1,Concluído
Estelionato,Pina,Crime Cibernético,Explosivos,1,0,55,0,1,Concluído
Estupro,Graças,Assalto a Mão Armada,Arma de Fogo,3,2,60,1,0,Arquivado
Latrocínio,Torre,Golpe Telefônico,Faca,3,1,65,4,1,Concluído
Latrocínio,Santo Amaro,Assalto a Mão Armada,Nenhum,3,2,41,2,0,Arquivado
Roubo,Casa Forte,Uso de Arma de Fogo,Nenhum,0,4,27,2,1,Concluído
Roubo,Graças,Emboscada,Nenhum,0,4,40,1,0,Arquivado
Estupro,Santo Amaro,Crime Cibernético,Faca,0,3,60,2,1,Concluído
Homicídio,Graças,Uso de Arma de Fogo,Nenhum,2,1,28,1,1,Concluído
Tráfico de Drogas,Tamarineira,Estupro Coletivo,Faca,0,4,41,7,0,Arquivado
Furto,Tamarineira,Arrombamento,Arma de Fogo,2,0,19,7,0,Arquivado
Sequestro,Graças,Assalto a Mão Armada,Explosivos,3,0,34,1,1,Concluído
Sequestro,Tamarineira,Arrombamento,Nenhum,2,1,20,7,1,Concluído
Ameaça,Imbiribeira,Estelionato Bancário,Nenhum,3,0,38,6,0,Arquivado
Violência Doméstica,Casa Forte,Fraude Online,Explosivos,4,2,19,2,0,Arquivado
Estelionato,Afogados,Golpe Telefônico,Explosivos,3,2,19,5,0,Arquivado
Tráfico de Drogas,Pina,Estelionato Bancário,Nenhum,3,0,49,0,1,Concluído
Tráfico de Drogas,Boa Viagem,Invasão Residencial,Faca,4,1,58,8,1,Concluído
Sequestro,Santo Amaro,Invasão Residencial,Arma de Fogo,0,4,65,2,1,Concluído
Estelionato,Imbiribeira,Arrombamento,Objeto Contundente,2,0,28,6,0,Arquivado
Tráfico de Drogas,Graças,Estupro Coletivo,Arma de Fogo,2,3,34,1,1,Concluído
Sequestro,Boa Viagem,Emboscada,Faca,3,0,50,8,0,Arquivado
Tráfico de Drogas,Santo Amaro,Golpe Telefônico,Objeto Contundente,0,1,18,2,1,Concluído
Ameaça,Espinheiro,Arrombamento,Nenhum,3,4,46,3,0,Arquivado
Ameaça,Boa Viagem,Fraude Online,Explosivos,0,2,59,8,0,Arquivado
Violência Doméstica,Casa Forte,Crime Cibernético,Arma de Fogo,0,1,65,2,0,Arquivado
Furto,Tamarineira,Fraude Online,Arma de Fogo,3,1,43,7,0,Arquivado
Sequestro,Afogados,Estupro Coletivo,Nenhum,1,0,23,5,0,Arquivado
Tráfico de Drogas,Espinheiro,Golpe Telefônico,Faca,1,4,69,3,0,Arquivado
Homicídio,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,0,2,37,3,0,Arquivado
Violência Doméstica,Graças,Estupro Coletivo,Explosivos,0,1,15,1,1,Concluído
Roubo,Espinheiro,Invasão Residencial,Faca,2,0,56,3,0,Arquivado
Estupro,Torre,Crime Cibernético,Nenhum,3,4,41,4,1,Concluído
Roubo,Pina,Crime Cibernético,Explosivos,1,4,17,0,0,Arquivado
Homicídio,Tamarineira,Uso de Arma de Fogo,Arma de Fogo,1,1,40,7,0,Arquivado
Ameaça,Pina,Golpe Telefônico,Nenhum,4,0,14,0,0,Arquivado
Ameaça,Pina,Golpe Telefônico,Objeto Contundente,1,2,46,0,0,Arquivado
Furto,Imbiribeira,Crime Cibernético,Objeto Contundente,3,4,36,6,0,Arquivado
Furto,Imbiribeira,Invasão Residencial,Nenhum,4,2,35,6,0,Arquivado
Roubo,Boa Viagem,Assalto a Mão Armada,Objeto Contundente,0,2,53,8,1,Concluído
Estelionato,Torre,Golpe Telefônico,Explosivos,1,0,69,4,0,Arquivado
Estelionato,Imbiribeira,Assalto a Mão Armada,Objeto Contundente,2,0,38,6,1,Concluído
Estupro,Afogados,Invasão Residencial,Explosivos,2,2,42,5,0,Arquivado
Tráfico de Drogas,Afogados,Golpe Telefônico,Explosivos,1,0,57,5,1,Concluído
Tráfico de Drogas,Santo Amaro,Emboscada,Faca,0,1,55,2,1,Concluído
Estupro,Tamarineira,Arrombamento,Objeto Contundente,1,1,52,7,1,Concluído
Ameaça,Tamarineira,Invasão Residencial,Arma de Fogo,0,3,69,7,1,Concluído
Violência Doméstica,Tamarineira,Golpe Telefônico,Arma de Fogo,3,2,28,7,0,Arquivado
Tráfico de Drogas,Casa Forte,Invasão Residencial,Objeto Contundente,0,3,33,2,0,Arquivado
Estelionato,Pina,Arrombamento,Faca,3,4,47,0,1,Concluído
Homicídio,Graças,Crime Cibernético,Arma de Fogo,0,2,44,1,0,Arquivado
Estupro,Santo Amaro,Crime Cibernético,Faca,4,1,30,2,1,Concluído
Latrocínio,Pina,Crime Cibernético,Arma de Fogo,2,0,68,0,0,Arquivado
Tráfico de Drogas,Pina,Invasão Residencial,Arma de Fogo,4,4,38,0,0,Arquivado
Ameaça,Santo Amaro,Assalto a Mão Armada,Nenhum,3,4,50,2,0,Arquivado
Tráfico de Drogas,Imbiribeira,Estelionato Bancário,Explosivos,1,4,52,6,1,Concluído
Violência Doméstica,Santo Amaro,Assalto a Mão Armada,Arma de Fogo,2,3,38,2,0,Arquivado
Tráfico de Drogas,Graças,Fraude Online,Objeto Contundente,3,0,61,1,0,Arquivado
Sequestro,Santo Amaro,Emboscada,Nenhum,1,2,38,2,1,Concluído
Latrocínio,Tamarineira,Golpe Telefônico,Explosivos,0,1,55,7,0,Arquivado
Furto,Espinheiro,Fraude Online,Explosivos,3,0,65,3,1,Concluído
Estupro,Tamarineira,Estelionato Bancário,Nenhum,3,3,39,7,0,Arquivado
Violência Doméstica,Afogados,Arrombamento,Arma de Fogo,3,0,31,5,1,Concluído
Roubo,Pina,Assalto a Mão Armada,Explosivos,3,2,43,0,0,Arquivado
Estupro,Boa Viagem,Invasão Residencial,Arma de Fogo,3,3,63,8,1,Concluído
Sequestro,Afogados,Invasão Residencial,Objeto Contundente,2,1,41,5,1,Concluído
Roubo,Pina,Fraude Online,Nenhum,2,0,21,0,0,Arquivado
